agent,configuration,seed,phase,actor,alpha,has_real_alpha,ess_mean,ess_std,saturation_mass_mean,saturation_mass_std,fraction_clipped_mean,fraction_clipped_std,top5_mass_mean,top5_mass_std,entropy_mean,entropy_std
CRL,25,1,53000,actor,2.6365005411207676,True,1.0,0.0,0.0,0.0,0.0,0.0,0.046875,0.0,5.545177,0.0
CRL,25,2,53000,actor,2.6365005411207676,True,1.0,0.0,1.0,0.0,1.0,0.0,0.046875,0.0,5.545177,0.0
CRL,25,3,53000,actor,2.6365005411207676,True,1.0,0.0,0.0,0.0,0.0,0.0,0.046875,0.0,5.545177,0.0
CRL,25,4,53000,actor,2.6365005411207676,True,1.0,0.0,1.0,0.0,1.0,0.0,0.046875,0.0,5.545177,0.0
CRL,26,0,53000,actor,13.088800963014364,True,0.315307,0.012183,0.947373,0.015514,0.291016,0.014174,0.152859,0.006339,4.415976,0.038235
CRL,26,1,53000,actor,13.088800963014364,True,0.313239,0.012743,0.942956,0.017648,0.287109,0.014645,0.154245,0.006868,4.410344,0.039754
CRL,26,2,53000,actor,13.088800963014364,True,0.312967,0.013032,0.947507,0.01749,0.288281,0.015603,0.154389,0.007059,4.409997,0.04023
CRL,26,3,53000,actor,13.088800963014364,True,0.314314,0.010755,0.950817,0.019186,0.291797,0.015078,0.152996,0.005885,4.41161,0.033434
CRL,26,4,53000,actor,13.088800963014364,True,0.317194,0.011895,0.939633,0.017212,0.289453,0.013208,0.1524,0.006273,4.422505,0.037016
CRL,27,0,53000,actor,27.675817273557186,True,0.285437,0.023956,0.970884,0.014183,0.273828,0.026777,0.167565,0.015607,4.299973,0.082867
CRL,27,1,53000,actor,27.675817273557186,True,0.346059,0.02635,0.976352,0.011746,0.333984,0.028063,0.137835,0.010742,4.492859,0.074743
CRL,27,2,53000,actor,27.675817273557186,True,0.288797,0.032951,0.982146,0.009185,0.280859,0.031971,0.166014,0.020639,4.307397,0.118807
CRL,27,3,53000,actor,27.675817273557186,True,0.307221,0.041261,0.983629,0.013263,0.3,0.041291,0.1562,0.020389,4.364928,0.13174
CRL,27,4,53000,actor,27.675817273557186,True,0.289217,0.023814,0.976364,0.013577,0.278906,0.023953,0.165125,0.01346,4.312813,0.078823
CRL,28,0,53000,actor,23.08093724772334,True,0.333355,0.01461,0.974749,0.011783,0.320703,0.015456,0.142735,0.006237,4.458558,0.046278
CRL,28,1,53000,actor,23.08093724772334,True,0.331728,0.017352,0.970565,0.011657,0.316797,0.017121,0.143982,0.007896,4.454859,0.052737
CRL,28,2,53000,actor,23.08093724772334,True,0.340181,0.02049,0.965265,0.019602,0.323047,0.016475,0.140423,0.008287,4.478999,0.060612
CRL,28,3,53000,actor,23.08093724772334,True,0.334647,0.019915,0.967721,0.012261,0.318359,0.019159,0.142956,0.008855,4.46447,0.058522
CRL,28,4,53000,actor,23.08093724772334,True,0.338182,0.021516,0.976207,0.011915,0.325781,0.017967,0.140905,0.009094,4.472413,0.065802
CRL,29,0,53000,actor,8.3712412789464,True,0.241976,0.038134,0.919771,0.024739,0.214062,0.040461,0.207693,0.038324,4.153725,0.156515
CRL,29,1,53000,actor,8.3712412789464,True,0.275324,0.031638,0.932638,0.017851,0.248047,0.031046,0.178768,0.022875,4.28241,0.114921
CRL,29,2,53000,actor,8.3712412789464,True,0.258819,0.035223,0.927113,0.033338,0.231641,0.034892,0.191064,0.026912,4.220136,0.131996
CRL,29,3,53000,actor,8.3712412789464,True,0.269181,0.03683,0.923206,0.020288,0.240234,0.036516,0.184123,0.029564,4.25873,0.137725
CRL,29,4,53000,actor,8.3712412789464,True,0.265804,0.024806,0.938459,0.022267,0.242188,0.025248,0.183218,0.01738,4.248326,0.091311
CRL,30,0,53000,actor,7.338939607143402,True,0.275077,0.020371,0.917072,0.017229,0.241797,0.018271,0.178675,0.013528,4.294166,0.073718
CRL,30,1,53000,actor,7.338939607143402,True,0.273015,0.017574,0.925175,0.028787,0.241797,0.011269,0.179745,0.010936,4.289551,0.067957
CRL,30,2,53000,actor,7.338939607143402,True,0.287703,0.026386,0.934456,0.012983,0.259766,0.022572,0.16983,0.015616,4.332806,0.091611
CRL,30,3,53000,actor,7.338939607143402,True,0.284607,0.032815,0.932303,0.019078,0.255859,0.028303,0.172668,0.019233,4.318998,0.116724
CRL,30,4,53000,actor,7.338939607143402,True,0.290999,0.019032,0.927919,0.017532,0.259766,0.02036,0.168204,0.011129,4.349114,0.066488
CRL,31,0,53000,actor,22.175206560641527,True,0.270697,0.034392,0.933494,0.01293,0.244141,0.03321,0.182275,0.025334,4.275059,0.129303
CRL,31,1,53000,actor,22.175206560641527,True,1.0,0.0,1.0,0.0,1.0,0.0,0.046875,0.0,5.545177,0.0
CRL,31,2,53000,actor,22.175206560641527,True,1.0,0.0,0.0,0.0,0.0,0.0,0.046875,0.0,5.545177,0.0
CRL,31,3,53000,actor,22.175206560641527,True,1.0,0.0,0.0,0.0,0.0,0.0,0.046875,0.0,5.545177,0.0
CRL,31,4,53000,actor,22.175206560641527,True,1.0,0.0,1.0,0.0,1.0,0.0,0.046875,0.0,5.545177,0.0
CRL,32,0,53000,actor,21.802464528009295,True,0.33434,0.013012,0.969875,0.015965,0.319141,0.01427,0.142661,0.005541,4.463616,0.041699
CRL,32,1,53000,actor,21.802464528009295,True,0.328689,0.016187,0.973755,0.012482,0.315625,0.014937,0.144915,0.007295,4.446388,0.050196
CRL,32,2,53000,actor,21.802464528009295,True,0.337833,0.019206,0.96007,0.021333,0.318359,0.01608,0.141672,0.00757,4.473618,0.059465
CRL,32,3,53000,actor,21.802464528009295,True,0.331424,0.016941,0.971852,0.013054,0.317969,0.017391,0.143629,0.007544,4.453895,0.05156
CRL,32,4,53000,actor,21.802464528009295,True,0.336387,0.016838,0.971997,0.009762,0.321875,0.014639,0.141841,0.007192,4.469989,0.051955
CRL,33,0,53000,actor,6.7485366482287645,True,0.241012,0.032796,0.89205,0.049316,0.205078,0.035048,0.208179,0.030272,4.159494,0.135974
CRL,33,1,53000,actor,6.7485366482287645,True,0.25974,0.02486,0.920967,0.023709,0.229297,0.023296,0.190046,0.020398,4.236264,0.096524
CRL,33,2,53000,actor,6.7485366482287645,True,0.249298,0.028349,0.931169,0.019803,0.223828,0.027378,0.197442,0.022415,4.191481,0.109704
CRL,33,3,53000,actor,6.7485366482287645,True,0.250572,0.031479,0.922104,0.026321,0.221875,0.032096,0.198226,0.027017,4.197364,0.126488
CRL,33,4,53000,actor,6.7485366482287645,True,0.266634,0.019703,0.920624,0.027181,0.235547,0.023003,0.184479,0.015103,4.263252,0.070464
CRL,34,0,53000,actor,7.54076742567122,True,0.272714,0.02242,0.929022,0.016657,0.24375,0.019154,0.179665,0.014578,4.282764,0.079959
CRL,34,1,53000,actor,7.54076742567122,True,0.2803,0.022171,0.920045,0.023018,0.246875,0.016857,0.175477,0.013557,4.311125,0.081927
CRL,34,2,53000,actor,7.54076742567122,True,0.286703,0.029048,0.927195,0.017049,0.25625,0.028952,0.171497,0.018685,4.328706,0.098876
CRL,34,3,53000,actor,7.54076742567122,True,0.276939,0.034529,0.93829,0.017546,0.251172,0.031844,0.177566,0.022089,4.288852,0.125948
CRL,34,4,53000,actor,7.54076742567122,True,0.287819,0.022809,0.924124,0.013505,0.255469,0.023307,0.170695,0.013907,4.337182,0.074283
CRL,35,0,53000,actor,22.94099106453359,True,1.0,0.0,1.0,0.0,1.0,0.0,0.046875,0.0,5.545177,0.0
CRL,35,1,53000,actor,22.94099106453359,True,1.0,0.0,1.0,0.0,1.0,0.0,0.046875,0.0,5.545177,0.0
CRL,35,2,53000,actor,22.94099106453359,True,1.0,0.0,0.0,0.0,0.0,0.0,0.046875,0.0,5.545177,0.0
CRL,35,3,53000,actor,22.94099106453359,True,1.0,0.0,1.0,0.0,1.0,0.0,0.046875,0.0,5.545177,0.0
CRL,35,4,53000,actor,22.94099106453359,True,1.0,0.0,0.0,0.0,0.0,0.0,0.046875,0.0,5.545177,0.0
CRL,36,0,53000,actor,27.55231157876551,True,0.330708,0.02202,0.98016,0.006047,0.320703,0.019956,0.143821,0.010007,4.448857,0.067811
CRL,36,1,53000,actor,27.55231157876551,True,0.336973,0.01933,0.98155,0.009218,0.327734,0.017896,0.140786,0.008221,4.465654,0.057785
CRL,36,2,53000,actor,27.55231157876551,True,0.347323,0.019836,0.979894,0.008213,0.336719,0.02138,0.136879,0.008214,4.497664,0.056169
